1	2	3	4	5	6	7	8	9
YPWR	94659	31.13S	136.82E	167	19931100	99999999	WOOMERA (AUS-AFB)	AU
YPAD	94672	34.93S	138.52E	4	19940800	99999999	ADELAIDE INTL ARPT	AU
9999	94693	34.23S	142.08E	52	20110101	99999999	MILDURA AIRPORT	AU
9999	94711	31.48S	145.82E	265	0	99999999	COBAR	AU
9999	94750	34.95S	150.53E	110	20110101	99999999	NOWRA RAN AIR STATION	AU
YSSY	94767	33.95S	151.18E	3	19940800	99999999	SYDNEY INTL AIRPORT	AU
YSWM	94776	32.78S	151.82E	8	19931100	99999999	WILLIAMTOWN(AUS-AB)	AU
9999	94791	30.32S	153.12E	6	20110101	99999999	COFFS HARBOUR MO	AU
YPAL	94802	34.93S	117.80E	69	19931100	99999999	ALBANY AIRPORT	AU
YMMG	94821	37.73S	140.78E	69	19931100	99999999	MOUNT GAMBIER ARPT	AU
YMLV	94865	37.85S	144.73E	21	19940800	20009999	LAVERTON AERO	AU
YMML	94866	37.67S	144.83E	141	19940800	99999999	MELBOURNE INTL ARPT	AU
YSWG	94910	35.15S	147.45E	213	19931100	99999999	WAGGA WAGGA(CV/MIL)	AU
YMHB	94975	42.83S	147.48E	27	19950900	99999999	HOBART AIRPORT	AU
ASLH	94995	31.53S	159.07E	6	19900500	99999999	LORD HOWE ISLAND	AU
YSNF	94996	29.03S	167.93E	109	19950900	99999999	NORFOLK ISLAND ARPT	AU
YMMQ	94998	54.48S	158.93E	6	19931100	99999999	MACQUARIE ISLAND	AU
9999	95527	29.50S	149.83E	214	19951100	99999999	MOREE AMO	AU
9999	96009	5.13N	97.17E	87	20110101	99999999	LHOSEUMAWE	ID
9999	96011	5.52N	95.42E	21	20110101	99999999	BANDA ATJEH/BLANGBINTANG	ID
9999	96015	4.25N	96.12E	90	20110101	99999999	MEULABOH/CUT NYAK DHIEN	ID
WIMM	96035	3.57N	98.68E	25	19930400	99999999	MEDAN/POLONIA (MIL)	ID
9999	96073	1.55N	98.88E	3	20110101	99999999	SIBOLGA/PINANGSORE	ID
9999	96075	1.50N	97.63E	6	20110101	99999999	GUNUNG SITOLI	ID
9999	96091	0.92N	104.53E	18	20110101	99999999	TANJUNGPINANG	ID
9999	96109	0.47N	101.45E	31	20110101	99999999	PAKANBARU	ID
9999	96145	3.20N	106.25E	3	20110101	99999999	TAREMPA	ID
WION	96147	3.95N	108.38E	2	20080000	99999999	RANAI (mil/civ)	ID
WIMG	96163	0.88S	100.35E	3	19900900	99999999	PADANG/TABING	ID
9999	96171	0.43S	102.45E	19	20110101	99999999	RENGAT DJAPURA	ID
9999	96179	0.48S	104.58E	31	20110101	99999999	SINGKEP/DABO	ID
9999	96195	1.63S	103.65E	25	20110101	99999999	DIAMBI PAALMERAH	ID
9999	96207	2.46S	101.22E	782	20180000	99999999	KERINCI/DEPATI PARBO	ID
9999	96221	2.90S	104.70E	10	20110101	99999999	PALEMBANG TALANGBETUTU	ID
WIKK	96237	2.17S	106.13E	33	0	99999999	PANGKAL-PINANG	ID
9999	96249	2.75S	107.75E	44	20110101	99999999	TANDJUNGPANDAN BULUHTUMBANG	ID
9999	96253	3.87S	102.33E	16	20110101	99999999	BENGKULU PADANGKEMILING	ID
9999	96295	5.27S	105.18E	61	20110101	99999999	TELUKBETUNG BRANTI	ID
WBGI	96315	4.93N	114.93E	15	0	99999999	BRUNEI AIRPORT	BN
WBGG	96413	1.48N	110.33E	27	19960300	99999999	KUCHING (CIV/MIL)	MY
WBGS	96421	2.33N	111.83E	8	19900900	20009999	SIBU	MY
WBGB	96441	3.20N	113.03E	5	19910900	99999999	BINTULU/KALIMANTAN	MY
WBKK	96471	5.93N	116.05E	3	19960300	99999999	KOTA KINABALU INTL	MY
WBKW	96481	4.27N	117.88E	20	19910900	99999999	TAWAU/KALIMANTAN IL	MY
WBKS	96491	5.90N	118.07E	13	19910900	99999999	SANDAKAN/KALIMANTAN	MY
9999	96509	3.33N	117.57E	6	20110101	99999999	TANTKAN/DJUWATA	ID
WRLK	96529	2.12N	117.45E	26	20180000	99999999	TANJUNG REDEP/BERAU	ID
9999	96535	1.70S	109.30E	15	20110101	99999999	PALOH	ID
9999	96565	0.88N	112.93E	17	20180000	99999999	PUTUSIBAU	ID
9999	96581	0.15S	109.40E	3	20110101	99999999	PONTIANAK	ID
9999	96595	0.95S	114.90E	60	20110101	99999999	MUARATEWE	ID
9999	96607	0.62S	117.15E	230	20110101	99999999	SAMARINDA	ID
9999	96633	1.27S	116.90E	3	20110101	99999999	BALIKPAPAN SEPINGGAN	ID
9999	96645	2.70S	110.70E	25	20110101	99999999	PANGKALAN	ID
9999	96655	1.00S	114.00E	27	20110101	99999999	PALANGKA RAYA	ID
9999	96685	3.45S	114.75E	20	20110101	99999999	BANDJARMASIN ULIN	ID
9999	96737	6.12S	106.13E	40	20110101	99999999	SERANG	ID
9999	96739	6.23S	106.65E	46	20110101	99999999	CURUG	ID
WIII	96749	6.12S	106.65E	8	19930200	99999999	SOEKARNO-HATTA INTL	ID
9999	96791	6.75S	108.27E	50	20110101	99999999	JATIWANGI	ID
9999	96797	6.85S	109.15E	10	20110101	99999999	TEGAL	ID
9999	96801	7.37S	108.25E	366	20110101	99999999	TASIKMALAYA	ID
9999	96805	7.73S	109.02E	6	20110101	99999999	TJILATJAP	ID
9999	96839	6.98S	110.38E	3	20110101	99999999	SEMARANG KALIBANTENG	ID
9999	96925	5.85S	112.63E	3	20110101	99999999	SANGKAPURA	ID
WRSJ	96935	7.37S	112.77E	3	19930400	99999999	SURABAYA/JUANDA MIL	ID
9999	96973	7.05S	113.97E	3	20110101	99999999	KALIANGET	ID
9999	96987	8.22S	114.38E	5	20110101	99999999	BANYUWANGI	ID
YPCC	96996	12.18S	96.82E	3	19950900	99999999	COCOS ISL INTL ARPT	AU
9999	97008	3.58N	125.47E	38	20110101	99999999	TAHUNA/NAHA	ID
WAMM	97014	1.53N	124.92E	80	19900900	99999999	MENADO/SAM RATULANG	ID
9999	97028	1.02N	120.80E	2	20110101	99999999	TOLI-TOLI/LALOS	ID
9999	97048	0.52N	123.07E	2	20110101	99999999	GORONTALO	ID
WAML	97072	0.68S	119.73E	6	0	99999999	PALU/MUTIARA	ID
9999	97086	0.90S	122.78E	2	20110101	99999999	LUWUK	ID
9999	97096	1.38S	120.73E	2	20110101	99999999	POSO/KASIGUNCU	ID
9999	97120	2.50S	119.00E	8	20110101	99999999	MAJENE	ID
WAAA	97180	5.07S	119.55E	14	19930400	99999999	HASANUDDIN/UJUNG AB	ID
9999	97192	5.47S	122.62E	2	20110101	99999999	BAU BAU	ID
9999	97230	8.75S	115.17E	1	20110101	99999999	DENPASAR	ID
9999	97240	8.57S	116.07E	3	20110101	99999999	AMPENAN	ID
9999	97260	8.52S	117.42E	3	20110101	99999999	SUMBAWA BESAR	ID
9999	97270	8.55S	118.70E	2	20110101	99999999	BIMA/MOHAMMED SALAH	ID
9999	97300	8.50S	122.23E	32	20110101	99999999	MAUMERE	ID
9999	97340	9.67S	120.33E	12	20110101	99999999	MAINGAPU MAUHAU	ID
WRKK	97372	10.17S	123.67E	108	19910500	99999999	KUPANG/EL TARI	ID
9999	97430	0.78N	127.38E	23	20110101	99999999	TERNATE	ID
9999	97460	1.62S	124.55E	3	20110101	99999999	LABUHA/TALIABU	ID
9999	97502	0.93S	131.12E	2	20110101	99999999	SORONG	ID
9999	97530	0.88S	134.05E	3	20110101	99999999	MANOKWARI	ID
WABB	97560	1.18S	136.12E	11	19930400	99999999	BIAK/FRANS KAISIEPO	ID
9999	97600	2.08S	126.00E	2	20110101	99999999	SANANA	ID
9999	97686	4.07S	138.95E	1660	20110101	99999999	WAMENA	ID
9999	97690	2.57S	140.48E	99	20110101	99999999	SENTANI	ID
WAPP	97724	3.70S	128.08E	12	19911000	99999999	AMBON/PATTIMURA	ID
9999	97748	3.88S	130.90E	3	20110101	99999999	GESER	ID
9999	97760	3.67S	133.75E	3	20110101	99999999	KAIMANA, IRIAN BARAT	ID
9999	97810	5.68S	132.75E	12	20110101	99999999	TUAL/DUMATUBUN	ID
WAKT	97876	6.10S	140.30E	16	20180000	99999999	TANAH MERAH	ID
9999	97900	7.98S	131.30E	24	20110101	99999999	SAUMLAKI	ID
WAKK	97980	8.47S	140.38E	3	19940400	99999999	MERAUKE/MOPAH	ID
RPLI	98223	18.18N	120.53E	5	19951100	99999999	LAOAG INTL(PH-ARMY)	PH
RPUT	98233	17.64N	121.73E	21	20170000	99999999	TUGUEGARAO	PH
RPUB	98328	16.37N	120.62E	1501	20140000	99999999	BAGUIO	PH
9999	98433	14.50N	121.35E	614	20100101	99999999	TANAY	PH
RPMP	98444	13.13N	123.73E	17	19951100	99999999	LEGAZPI/LUZON ISL	PH
RPVG	98558	11.04N	125.74E	60	20170000	99999999	GUIUAN	PH
RPVP	98618	9.74N	118.76E	15	20020000	99999999	PUERTO PRINCESA	PH
RPMT	98646	10.30N	123.97E	24	19960700	99999999	MACTAN INTL(CIV/AF)	PH
9999	98747	8.41N	124.61E	188	20140000	99999999	LUMBIA AIRPORT	PH
RPMD	98753	7.12N	125.65E	18	20100101	99999999	DAVAO/FRANCISCO BAN	PH
